Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID
INV305587,S0012,SPOTTY BUNTING,5,2024-03-17,23.91,10201
INV285186,S0000,WHITE HANGING HEART T-LIGHT HOLDER,14,2024-09-12,7.16,10246
INV659921,S0016,VINTAGE BILLBOARD DRINK ME MUG,11,2024-09-06,15.35,10278
INV695417,S0017,PAPER CHAIN KIT 50S CHRISTMAS,2,2024-07-22,5.4,10235
INV162952,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,7,2024-05-10,24.09,10004
INV571706,S0003,PARTY BUNTING,11,2024-05-13,18.37,10154
INV684572,S0017,PAPER CHAIN KIT 50S CHRISTMAS,9,2024-06-25,1.48,10029
INV468145,S0003,PARTY BUNTING,20,2024-04-11,29.05,10109
INV283017,S0017,PAPER CHAIN KIT 50S CHRISTMAS,10,2024-06-30,16.59,10098
INV611174,S0016,VINTAGE BILLBOARD DRINK ME MUG,15,2024-02-10,19.36,10215
INV586279,S0009,JAM MAKING SET WITH JARS,5,2024-03-26,32.21,10293
INV542306,S0010,RED WOOLLY HOTTIE WHITE HEART,20,2024-10-19,20.54,10075
INV182954,S0002,JUMBO BAG RED RETROSPOT,6,2024-06-24,11.8,10146
INV784733,S0010,RED WOOLLY HOTTIE WHITE HEART,10,2024-12-29,13.74,10128
INV384424,S0012,SPOTTY BUNTING,15,2024-07-04,37.52,10042
INV572161,S0016,VINTAGE BILLBOARD DRINK ME MUG,14,2024-03-26,9.6,10041
INV231113,S0000,WHITE HANGING HEART T-LIGHT HOLDER,8,2024-12-04,12.96,10034
INV320800,S0002,JUMBO BAG RED RETROSPOT,6,2024-07-22,5.6,10017
INV596171,S0002,JUMBO BAG RED RETROSPOT,18,2024-01-28,1.81,10165
INV649435,S0012,SPOTTY BUNTING,3,2024-02-23,13.49,10153
INV188406,S0004,LUNCH BAG RED RETROSPOT,13,2024-06-07,11.85,10076
INV564687,S0009,JAM MAKING SET WITH JARS,5,2024-03-08,26.57,10087
INV129959,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,2,2024-12-05,18.16,10117
INV599284,S0010,RED WOOLLY HOTTIE WHITE HEART,15,2024-10-03,46.78,10027
INV566453,S0017,PAPER CHAIN KIT 50S CHRISTMAS,5,2024-12-23,27.19,10287
INV726612,S0018,BROCADE RING PURSE,15,2024-11-19,37.57,10134
INV556106,S0018,BROCADE RING PURSE,17,2024-11-23,32.16,10219
INV464032,S0009,JAM MAKING SET WITH JARS,16,2024-10-03,11.74,10168
INV563324,S0002,JUMBO BAG RED RETROSPOT,10,2024-07-06,20.9,10098
INV418319,S0004,LUNCH BAG RED RETROSPOT,1,2024-01-01,26.4,10268
INV460589,S0004,LUNCH BAG RED RETROSPOT,10,2024-08-28,26.99,10237
INV892170,S0015,SET 2 TEA TOWELS I LOVE LONDON,16,2024-06-02,0.95,10173
INV936726,S0013,BATH BUILDING BLOCK WORD,10,2024-11-01,11.95,10190
INV674842,S0000,WHITE HANGING HEART T-LIGHT HOLDER,12,2024-04-06,20.88,10122
INV558339,S0017,PAPER CHAIN KIT 50S CHRISTMAS,13,2024-05-07,8.58,10046
INV968668,S0012,SPOTTY BUNTING,13,2024-04-22,13.52,10064
INV755698,S0013,BATH BUILDING BLOCK WORD,8,2024-09-21,38.34,10130
INV946803,S0019,MINI PAINT SET VINTAGE,9,2024-05-25,32.6,10193
INV948097,S0017,PAPER CHAIN KIT 50S CHRISTMAS,9,2024-07-30,9.81,10181
INV291267,S0002,JUMBO BAG RED RETROSPOT,5,2024-05-28,5.96,10292
INV747736,S0014,DOORMAT NEW ENGLAND,15,2024-05-19,35.17,10282
INV296911,S0015,SET 2 TEA TOWELS I LOVE LONDON,11,2024-01-10,8.03,10029
INV123205,S0017,PAPER CHAIN KIT 50S CHRISTMAS,6,2024-02-22,14.46,10149
INV849937,S0004,LUNCH BAG RED RETROSPOT,15,2024-01-05,12.02,10267
INV115440,S0004,LUNCH BAG RED RETROSPOT,16,2024-04-21,17.42,10296
INV923892,S0009,JAM MAKING SET WITH JARS,16,2024-07-09,23.45,10011
INV446290,S0001,REGENCY CAKESTAND 3 TIER,3,2024-03-15,3.27,10164
INV174852,S0012,SPOTTY BUNTING,18,2024-08-28,9.49,10113
INV956949,S0008,CREAM CUPID HEARTS COAT HANGER,13,2024-01-07,6.54,10187
INV503489,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,15,2024-05-06,37.01,10295
INV308855,S0001,REGENCY CAKESTAND 3 TIER,15,2024-02-18,26.3,10232
INV595793,S0006,WOODEN PICTURE FRAME WHITE FINISH,13,2024-12-14,48.08,10227
INV266316,S0010,RED WOOLLY HOTTIE WHITE HEART,2,2024-10-08,26.29,10098
INV604605,S0008,CREAM CUPID HEARTS COAT HANGER,10,2024-04-11,18.34,10055
INV799080,S0001,REGENCY CAKESTAND 3 TIER,7,2024-02-27,12.18,10111
INV440277,S0013,BATH BUILDING BLOCK WORD,1,2024-03-26,39.82,10152
INV225461,S0018,BROCADE RING PURSE,13,2024-05-04,0.94,10246
INV709303,S0001,REGENCY CAKESTAND 3 TIER,16,2024-12-18,30.01,10069
INV908239,S0011,ALARM CLOCK BAKELIKE GREEN,3,2024-05-07,8.31,10289
INV819265,S0002,JUMBO BAG RED RETROSPOT,20,2024-06-22,46.58,10250
INV162678,S0001,REGENCY CAKESTAND 3 TIER,12,2024-11-26,8.12,10036
INV929912,S0017,PAPER CHAIN KIT 50S CHRISTMAS,4,2024-03-05,24.65,10239
INV685472,S0010,RED WOOLLY HOTTIE WHITE HEART,12,2024-08-12,36.79,10148
INV822730,S0000,WHITE HANGING HEART T-LIGHT HOLDER,13,2024-07-02,36.36,10227
INV141406,S0008,CREAM CUPID HEARTS COAT HANGER,16,2024-12-27,22.16,10244
INV669097,S0009,JAM MAKING SET WITH JARS,16,2024-04-07,28.55,10201
INV464552,S0017,PAPER CHAIN KIT 50S CHRISTMAS,11,2024-08-27,14.13,10154
INV681456,S0019,MINI PAINT SET VINTAGE,6,2024-02-05,26.79,10073
INV410035,S0014,DOORMAT NEW ENGLAND,9,2024-10-04,18.67,10201
INV913608,S0000,WHITE HANGING HEART T-LIGHT HOLDER,17,2024-07-13,36.82,10296
INV749838,S0000,WHITE HANGING HEART T-LIGHT HOLDER,12,2024-11-13,12.32,10017
INV790266,S0002,JUMBO BAG RED RETROSPOT,18,2024-07-17,9.9,10129
INV902930,S0015,SET 2 TEA TOWELS I LOVE LONDON,18,2024-03-19,30.85,10217
INV529711,S0010,RED WOOLLY HOTTIE WHITE HEART,11,2024-02-26,5.26,10061
INV145903,S0002,JUMBO BAG RED RETROSPOT,5,2024-04-01,43.74,10104
INV212255,S0006,WOODEN PICTURE FRAME WHITE FINISH,16,2024-04-08,5.39,10042
INV772925,S0018,BROCADE RING PURSE,13,2024-12-02,24.75,10025
INV835381,S0019,MINI PAINT SET VINTAGE,19,2024-05-11,2.93,10039
INV735388,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,3,2024-01-07,46.55,10291
INV787603,S0006,WOODEN PICTURE FRAME WHITE FINISH,16,2024-02-10,23.67,10131
INV478458,S0001,REGENCY CAKESTAND 3 TIER,18,2024-07-31,41.19,10229
INV963652,S0001,REGENCY CAKESTAND 3 TIER,20,2024-05-16,26.69,10108
INV974991,S0002,JUMBO BAG RED RETROSPOT,10,2024-02-09,47.26,10172
INV201836,S0016,VINTAGE BILLBOARD DRINK ME MUG,4,2024-04-28,26.82,10102
INV302500,S0006,WOODEN PICTURE FRAME WHITE FINISH,17,2024-12-02,12.81,10012
INV685549,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,18,2024-07-31,37.43,10275
INV475351,S0018,BROCADE RING PURSE,15,2024-12-25,33.43,10101
INV274912,S0003,PARTY BUNTING,6,2024-10-08,20.38,10044
INV789472,S0010,RED WOOLLY HOTTIE WHITE HEART,6,2024-09-30,49.92,10017
INV469438,S0014,DOORMAT NEW ENGLAND,11,2024-10-08,49.58,10057
INV985893,S0010,RED WOOLLY HOTTIE WHITE HEART,12,2024-07-30,38.33,10012
INV966286,S0013,BATH BUILDING BLOCK WORD,11,2024-11-07,12.42,10080
INV324319,S0017,PAPER CHAIN KIT 50S CHRISTMAS,13,2024-10-08,46.34,10216
INV477496,S0008,CREAM CUPID HEARTS COAT HANGER,15,2024-08-17,48.01,10264
INV861594,S0000,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-05-25,29.99,10149
INV241647,S0016,VINTAGE BILLBOARD DRINK ME MUG,10,2024-01-04,15.37,10081
INV325258,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,11,2024-01-12,38.69,10215
INV680557,S0008,CREAM CUPID HEARTS COAT HANGER,17,2024-10-11,28.75,10198
INV262230,S0018,BROCADE RING PURSE,4,2024-01-20,23.29,10200
INV245131,S0004,LUNCH BAG RED RETROSPOT,9,2024-07-06,44.54,10025
INV344312,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,9,2024-06-02,5.05,10089
INV696707,S0012,SPOTTY BUNTING,7,2024-02-09,36.32,10268
INV281301,S0015,SET 2 TEA TOWELS I LOVE LONDON,16,2024-12-19,35.29,10143
INV724145,S0003,PARTY BUNTING,10,2024-01-20,36.67,10059
INV500080,S0018,BROCADE RING PURSE,3,2024-01-29,46.13,10026
INV464831,S0010,RED WOOLLY HOTTIE WHITE HEART,14,2024-08-01,46.55,10047
INV907812,S0003,PARTY BUNTING,8,2024-11-30,42.55,10288
INV764678,S0000,WHITE HANGING HEART T-LIGHT HOLDER,13,2024-01-28,15.59,10266
INV434827,S0001,REGENCY CAKESTAND 3 TIER,18,2024-10-16,7.9,10016
INV831663,S0016,VINTAGE BILLBOARD DRINK ME MUG,8,2024-03-19,3.0,10199
INV567262,S0012,SPOTTY BUNTING,20,2024-10-21,25.48,10282
INV552917,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,10,2024-07-20,7.83,10086
INV186554,S0010,RED WOOLLY HOTTIE WHITE HEART,16,2024-10-19,37.39,10250
INV518582,S0017,PAPER CHAIN KIT 50S CHRISTMAS,9,2024-02-13,20.23,10270
INV911414,S0013,BATH BUILDING BLOCK WORD,5,2024-03-10,24.31,10117
INV611559,S0006,WOODEN PICTURE FRAME WHITE FINISH,13,2024-11-29,28.78,10007
INV745919,S0017,PAPER CHAIN KIT 50S CHRISTMAS,17,2024-05-06,12.49,10137
INV914504,S0008,CREAM CUPID HEARTS COAT HANGER,14,2024-06-14,34.39,10176
INV193946,S0018,BROCADE RING PURSE,4,2024-12-09,20.97,10215
INV465227,S0011,ALARM CLOCK BAKELIKE GREEN,7,2024-06-13,17.55,10082
INV907069,S0000,WHITE HANGING HEART T-LIGHT HOLDER,10,2024-03-27,49.39,10223
INV961493,S0019,MINI PAINT SET VINTAGE,15,2024-11-15,7.72,10103
INV957915,S0001,REGENCY CAKESTAND 3 TIER,8,2024-04-12,34.43,10273
INV894541,S0004,LUNCH BAG RED RETROSPOT,3,2024-02-27,37.11,10014
INV751168,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,5,2024-05-27,1.18,10159
INV419939,S0003,PARTY BUNTING,15,2024-08-29,1.63,10152
INV875959,S0006,WOODEN PICTURE FRAME WHITE FINISH,18,2024-04-18,10.59,10108
INV886804,S0016,VINTAGE BILLBOARD DRINK ME MUG,9,2024-10-07,24.41,10188
INV828834,S0004,LUNCH BAG RED RETROSPOT,1,2024-07-11,29.36,10098
INV145594,S0016,VINTAGE BILLBOARD DRINK ME MUG,9,2024-03-28,3.48,10131
INV927524,S0006,WOODEN PICTURE FRAME WHITE FINISH,20,2024-05-18,3.13,10293
INV169832,S0000,WHITE HANGING HEART T-LIGHT HOLDER,13,2024-12-04,13.93,10171
INV213132,S0011,ALARM CLOCK BAKELIKE GREEN,1,2024-05-29,43.44,10183
INV342397,S0012,SPOTTY BUNTING,13,2024-09-17,48.84,10039
INV430779,S0003,PARTY BUNTING,16,2024-11-01,26.81,10015
INV308535,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,17,2024-08-22,28.25,10004
INV141683,S0000,WHITE HANGING HEART T-LIGHT HOLDER,8,2024-09-28,15.59,10210
INV512509,S0015,SET 2 TEA TOWELS I LOVE LONDON,6,2024-01-10,17.67,10161
INV472640,S0011,ALARM CLOCK BAKELIKE GREEN,10,2024-04-30,49.8,10016
INV389279,S0016,VINTAGE BILLBOARD DRINK ME MUG,2,2024-11-16,13.26,10108
INV954441,S0012,SPOTTY BUNTING,1,2024-10-11,47.48,10227
INV259077,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,11,2024-07-20,33.02,10170
INV865344,S0002,JUMBO BAG RED RETROSPOT,13,2024-09-23,48.05,10034
INV755910,S0019,MINI PAINT SET VINTAGE,8,2024-08-01,12.4,10251
INV547180,S0004,LUNCH BAG RED RETROSPOT,10,2024-11-05,16.8,10247
INV238173,S0017,PAPER CHAIN KIT 50S CHRISTMAS,7,2024-11-30,7.36,10269
INV817276,S0017,PAPER CHAIN KIT 50S CHRISTMAS,7,2024-03-11,15.8,10141
INV241822,S0016,VINTAGE BILLBOARD DRINK ME MUG,14,2024-03-15,32.98,10274
INV265725,S0018,BROCADE RING PURSE,11,2024-02-04,28.09,10096
INV293079,S0003,PARTY BUNTING,11,2024-03-15,36.49,10227
INV534152,S0010,RED WOOLLY HOTTIE WHITE HEART,14,2024-06-04,22.43,10039
INV259338,S0008,CREAM CUPID HEARTS COAT HANGER,7,2024-02-24,7.01,10029
INV899484,S0000,WHITE HANGING HEART T-LIGHT HOLDER,20,2024-11-11,13.71,10245
INV742108,S0018,BROCADE RING PURSE,8,2024-11-01,11.99,10236
INV476712,S0000,WHITE HANGING HEART T-LIGHT HOLDER,3,2024-12-18,39.1,10185
INV626725,S0004,LUNCH BAG RED RETROSPOT,20,2024-08-28,35.74,10272
INV292913,S0011,ALARM CLOCK BAKELIKE GREEN,13,2024-09-08,23.96,10236
INV302647,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,8,2024-01-17,20.73,10239
INV382967,S0000,WHITE HANGING HEART T-LIGHT HOLDER,14,2024-04-23,37.25,10266
INV894586,S0006,WOODEN PICTURE FRAME WHITE FINISH,7,2024-02-03,9.27,10065
INV747033,S0014,DOORMAT NEW ENGLAND,16,2024-12-18,16.58,10177
INV358771,S0014,DOORMAT NEW ENGLAND,14,2024-07-26,38.92,10003
INV871051,S0019,MINI PAINT SET VINTAGE,13,2024-06-09,20.01,10142
INV722650,S0018,BROCADE RING PURSE,18,2024-09-25,32.25,10158
INV645940,S0001,REGENCY CAKESTAND 3 TIER,4,2024-08-19,23.12,10146
INV357657,S0001,REGENCY CAKESTAND 3 TIER,17,2024-10-02,20.08,10293
INV684791,S0001,REGENCY CAKESTAND 3 TIER,13,2024-09-21,38.38,10153
INV299072,S0001,REGENCY CAKESTAND 3 TIER,10,2024-08-13,20.2,10193
INV911259,S0009,JAM MAKING SET WITH JARS,10,2024-08-24,8.74,10073
INV742917,S0009,JAM MAKING SET WITH JARS,2,2024-12-19,26.09,10140
INV586097,S0004,LUNCH BAG RED RETROSPOT,15,2024-02-16,36.27,10187
INV288503,S0003,PARTY BUNTING,19,2024-12-22,27.55,10293
INV533648,S0012,SPOTTY BUNTING,11,2024-08-18,1.73,10061
INV718990,S0014,DOORMAT NEW ENGLAND,7,2024-08-20,4.96,10198
INV825318,S0010,RED WOOLLY HOTTIE WHITE HEART,6,2024-03-04,5.01,10295
INV764873,S0014,DOORMAT NEW ENGLAND,12,2024-02-13,26.43,10011
INV862182,S0012,SPOTTY BUNTING,17,2024-11-09,47.51,10062
INV677079,S0012,SPOTTY BUNTING,13,2024-01-23,38.53,10226
INV692960,S0010,RED WOOLLY HOTTIE WHITE HEART,5,2024-03-24,43.51,10153
INV906519,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,2,2024-08-02,15.75,10199
INV402808,S0014,DOORMAT NEW ENGLAND,6,2024-03-01,44.98,10052
INV103704,S0006,WOODEN PICTURE FRAME WHITE FINISH,20,2024-05-09,1.1,10260
INV996963,S0015,SET 2 TEA TOWELS I LOVE LONDON,16,2024-10-05,40.47,10059
INV617437,S0019,MINI PAINT SET VINTAGE,8,2024-04-21,29.65,10072
INV575779,S0015,SET 2 TEA TOWELS I LOVE LONDON,14,2024-08-14,4.43,10148
INV106892,S0019,MINI PAINT SET VINTAGE,8,2024-10-07,14.27,10063
INV959959,S0017,PAPER CHAIN KIT 50S CHRISTMAS,7,2024-01-26,9.65,10243
INV785010,S0001,REGENCY CAKESTAND 3 TIER,12,2024-01-19,7.7,10107
INV799396,S0001,REGENCY CAKESTAND 3 TIER,19,2024-11-04,15.27,10226
INV151413,S0002,JUMBO BAG RED RETROSPOT,4,2024-08-01,49.69,10218
INV804737,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,10,2024-11-08,33.22,10241
INV700081,S0019,MINI PAINT SET VINTAGE,18,2024-03-31,48.33,10259
INV477685,S0018,BROCADE RING PURSE,2,2024-02-17,38.54,10262
INV486473,S0010,RED WOOLLY HOTTIE WHITE HEART,13,2024-02-04,38.04,10005
INV168079,S0017,PAPER CHAIN KIT 50S CHRISTMAS,10,2024-08-29,7.16,10261
INV445200,S0008,CREAM CUPID HEARTS COAT HANGER,17,2024-07-30,26.47,10054
INV741784,S0006,WOODEN PICTURE FRAME WHITE FINISH,2,2024-02-25,28.78,10047
INV191928,S0016,VINTAGE BILLBOARD DRINK ME MUG,16,2024-12-18,30.44,10215
INV547798,S0009,JAM MAKING SET WITH JARS,20,2024-06-11,13.35,10177
INV753518,S0018,BROCADE RING PURSE,12,2024-03-07,30.91,10009
INV644951,S0015,SET 2 TEA TOWELS I LOVE LONDON,16,2024-09-09,40.5,10099
INV344026,S0019,MINI PAINT SET VINTAGE,10,2024-04-09,0.58,10020
INV587467,S0000,WHITE HANGING HEART T-LIGHT HOLDER,4,2024-04-16,40.08,10241
INV534153,S0013,BATH BUILDING BLOCK WORD,2,2024-06-19,17.81,10061
INV111846,S0006,WOODEN PICTURE FRAME WHITE FINISH,7,2024-12-19,14.44,10178
INV422722,S0002,JUMBO BAG RED RETROSPOT,10,2024-09-16,27.72,10062
INV219366,S0000,WHITE HANGING HEART T-LIGHT HOLDER,11,2024-06-23,20.1,10145
INV745915,S0018,BROCADE RING PURSE,1,2024-03-30,10.1,10216
INV805139,S0010,RED WOOLLY HOTTIE WHITE HEART,16,2024-08-30,39.96,10003
INV604884,S0004,LUNCH BAG RED RETROSPOT,5,2024-11-17,23.3,10160
INV451387,S0017,PAPER CHAIN KIT 50S CHRISTMAS,15,2024-07-30,46.43,10227
INV975671,S0001,REGENCY CAKESTAND 3 TIER,17,2024-06-02,28.46,10269
INV682145,S0010,RED WOOLLY HOTTIE WHITE HEART,18,2024-01-10,10.81,10120
INV938373,S0010,RED WOOLLY HOTTIE WHITE HEART,12,2024-02-03,48.5,10089
INV981578,S0008,CREAM CUPID HEARTS COAT HANGER,1,2024-06-22,49.19,10068
INV983326,S0017,PAPER CHAIN KIT 50S CHRISTMAS,6,2024-10-19,30.48,10098
INV724103,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,4,2024-06-06,35.41,10267
INV844321,S0010,RED WOOLLY HOTTIE WHITE HEART,2,2024-05-19,20.99,10105
INV349185,S0015,SET 2 TEA TOWELS I LOVE LONDON,12,2024-08-19,41.56,10123
INV326639,S0009,JAM MAKING SET WITH JARS,17,2024-06-03,9.16,10029
INV923073,S0011,ALARM CLOCK BAKELIKE GREEN,2,2024-04-13,45.71,10137
INV630573,S0014,DOORMAT NEW ENGLAND,1,2024-09-04,45.3,10195
INV299451,S0004,LUNCH BAG RED RETROSPOT,11,2024-09-04,36.76,10226
INV425434,S0016,VINTAGE BILLBOARD DRINK ME MUG,11,2024-03-14,38.59,10170
INV962074,S0003,PARTY BUNTING,17,2024-12-12,49.64,10009
INV859767,S0006,WOODEN PICTURE FRAME WHITE FINISH,2,2024-08-23,19.69,10040
INV221462,S0016,VINTAGE BILLBOARD DRINK ME MUG,1,2024-06-08,46.65,10025
INV191305,S0019,MINI PAINT SET VINTAGE,11,2024-08-27,44.51,10261
INV645865,S0003,PARTY BUNTING,10,2024-01-12,29.09,10226
INV769883,S0009,JAM MAKING SET WITH JARS,7,2024-06-13,10.43,10124
INV390088,S0009,JAM MAKING SET WITH JARS,18,2024-06-12,38.75,10038
INV385898,S0003,PARTY BUNTING,5,2024-03-21,14.05,10251
INV753205,S0000,WHITE HANGING HEART T-LIGHT HOLDER,18,2024-09-20,5.57,10176
INV467335,S0017,PAPER CHAIN KIT 50S CHRISTMAS,18,2024-06-12,13.92,10090
INV701969,S0009,JAM MAKING SET WITH JARS,8,2024-03-28,4.03,10037
INV455193,S0019,MINI PAINT SET VINTAGE,18,2024-08-15,3.01,10176
INV593602,S0000,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-02-24,19.49,10284
INV547181,S0002,JUMBO BAG RED RETROSPOT,13,2024-04-01,35.38,10081
INV760047,S0018,BROCADE RING PURSE,15,2024-11-11,18.1,10114
INV957150,S0010,RED WOOLLY HOTTIE WHITE HEART,7,2024-12-09,40.56,10040
INV892453,S0002,JUMBO BAG RED RETROSPOT,15,2024-10-17,7.02,10224
INV201987,S0014,DOORMAT NEW ENGLAND,15,2024-06-07,34.38,10115
INV593403,S0014,DOORMAT NEW ENGLAND,8,2024-04-24,7.61,10186
INV370587,S0019,MINI PAINT SET VINTAGE,12,2024-07-19,9.58,10056
INV927094,S0010,RED WOOLLY HOTTIE WHITE HEART,11,2024-08-20,24.63,10040
INV598424,S0002,JUMBO BAG RED RETROSPOT,4,2024-06-28,24.19,10040
INV395968,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,12,2024-11-05,28.95,10237
INV207932,S0016,VINTAGE BILLBOARD DRINK ME MUG,13,2024-02-24,16.63,10289
INV930924,S0002,JUMBO BAG RED RETROSPOT,10,2024-09-29,23.32,10262
INV533525,S0018,BROCADE RING PURSE,8,2024-11-13,12.56,10216
INV605806,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,13,2024-02-03,17.37,10147
INV552091,S0018,BROCADE RING PURSE,14,2024-10-17,39.47,10168
INV827851,S0017,PAPER CHAIN KIT 50S CHRISTMAS,8,2024-03-29,33.3,10092
INV875282,S0002,JUMBO BAG RED RETROSPOT,19,2024-09-06,6.16,10059
INV585394,S0019,MINI PAINT SET VINTAGE,11,2024-10-11,5.33,10059
INV284731,S0014,DOORMAT NEW ENGLAND,10,2024-07-26,3.95,10169
INV818807,S0003,PARTY BUNTING,20,2024-07-13,16.71,10269
INV194930,S0001,REGENCY CAKESTAND 3 TIER,7,2024-03-12,44.42,10045
INV893853,S0000,WHITE HANGING HEART T-LIGHT HOLDER,5,2024-12-04,7.89,10181
INV405663,S0017,PAPER CHAIN KIT 50S CHRISTMAS,13,2024-11-11,29.11,10170
INV315651,S0006,WOODEN PICTURE FRAME WHITE FINISH,11,2024-06-02,28.73,10191
INV555844,S0009,JAM MAKING SET WITH JARS,12,2024-02-15,29.34,10155
INV635218,S0019,MINI PAINT SET VINTAGE,13,2024-03-06,42.7,10188
INV487158,S0001,REGENCY CAKESTAND 3 TIER,18,2024-01-28,0.54,10007
INV960622,S0017,PAPER CHAIN KIT 50S CHRISTMAS,12,2024-02-26,43.13,10133
INV346668,S0000,WHITE HANGING HEART T-LIGHT HOLDER,14,2024-12-25,29.71,10235
INV846348,S0010,RED WOOLLY HOTTIE WHITE HEART,13,2024-07-26,19.39,10045
INV321476,S0017,PAPER CHAIN KIT 50S CHRISTMAS,6,2024-08-31,7.38,10249
INV503277,S0017,PAPER CHAIN KIT 50S CHRISTMAS,12,2024-08-01,8.14,10031
INV240800,S0004,LUNCH BAG RED RETROSPOT,1,2024-02-06,32.6,10023
INV856379,S0004,LUNCH BAG RED RETROSPOT,16,2024-12-02,22.12,10160
INV188776,S0004,LUNCH BAG RED RETROSPOT,5,2024-11-24,40.39,10158
INV927251,S0014,DOORMAT NEW ENGLAND,20,2024-08-05,31.35,10039
INV634160,S0014,DOORMAT NEW ENGLAND,14,2024-10-09,41.09,10082
INV472566,S0012,SPOTTY BUNTING,8,2024-04-05,21.53,10258
INV706012,S0000,WHITE HANGING HEART T-LIGHT HOLDER,16,2024-05-01,35.75,10206
INV530794,S0008,CREAM CUPID HEARTS COAT HANGER,18,2024-10-22,18.67,10077
INV695748,S0001,REGENCY CAKESTAND 3 TIER,16,2024-12-26,18.74,10012
INV604923,S0018,BROCADE RING PURSE,3,2024-03-13,36.64,10295
INV887042,S0016,VINTAGE BILLBOARD DRINK ME MUG,9,2024-08-26,26.09,10224
INV739705,S0016,VINTAGE BILLBOARD DRINK ME MUG,3,2024-05-05,23.89,10013
INV817303,S0002,JUMBO BAG RED RETROSPOT,18,2024-10-23,15.97,10046
INV460234,S0001,REGENCY CAKESTAND 3 TIER,18,2024-01-06,23.71,10155
INV592025,S0016,VINTAGE BILLBOARD DRINK ME MUG,19,2024-06-18,21.34,10113
INV403257,S0009,JAM MAKING SET WITH JARS,6,2024-01-19,34.91,10233
INV885829,S0019,MINI PAINT SET VINTAGE,10,2024-10-15,13.39,10017
INV706224,S0015,SET 2 TEA TOWELS I LOVE LONDON,6,2024-10-20,3.06,10223
INV948188,S0009,JAM MAKING SET WITH JARS,20,2024-01-14,14.7,10188
INV232981,S0002,JUMBO BAG RED RETROSPOT,17,2024-02-09,42.65,10163
INV364294,S0008,CREAM CUPID HEARTS COAT HANGER,5,2024-11-11,14.41,10074
INV114892,S0008,CREAM CUPID HEARTS COAT HANGER,4,2024-11-05,9.14,10233
INV874863,S0018,BROCADE RING PURSE,5,2024-12-03,22.61,10224
INV373943,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,8,2024-09-05,9.45,10060
INV134697,S0016,VINTAGE BILLBOARD DRINK ME MUG,11,2024-02-13,48.38,10222
INV961639,S0019,MINI PAINT SET VINTAGE,5,2024-09-10,37.76,10037
INV907789,S0013,BATH BUILDING BLOCK WORD,13,2024-05-01,33.2,10278
INV321099,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,19,2024-06-25,3.19,10196
INV892182,S0008,CREAM CUPID HEARTS COAT HANGER,4,2024-01-27,8.8,10242
INV599365,S0012,SPOTTY BUNTING,10,2024-08-31,37.43,10219
INV345011,S0017,PAPER CHAIN KIT 50S CHRISTMAS,13,2024-12-15,35.43,10192
INV375382,S0015,SET 2 TEA TOWELS I LOVE LONDON,5,2024-09-28,43.58,10017
INV402820,S0000,WHITE HANGING HEART T-LIGHT HOLDER,15,2024-07-14,34.09,10012
INV816047,S0016,VINTAGE BILLBOARD DRINK ME MUG,2,2024-02-19,45.93,10193
INV985249,S0011,ALARM CLOCK BAKELIKE GREEN,14,2024-11-08,45.94,10022
INV451238,S0008,CREAM CUPID HEARTS COAT HANGER,9,2024-05-16,40.21,10120
INV786128,S0008,CREAM CUPID HEARTS COAT HANGER,19,2024-07-19,23.32,10210
INV869983,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,19,2024-04-09,26.24,10270
INV428487,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,18,2024-01-06,33.8,10192
INV112542,S0002,JUMBO BAG RED RETROSPOT,14,2024-02-20,26.5,10175
INV468591,S0014,DOORMAT NEW ENGLAND,8,2024-05-25,12.97,10285
INV124851,S0001,REGENCY CAKESTAND 3 TIER,20,2024-02-17,3.32,10204
INV788500,S0019,MINI PAINT SET VINTAGE,7,2024-11-02,32.09,10164
INV190582,S0003,PARTY BUNTING,20,2024-03-07,19.11,10251
INV942216,S0018,BROCADE RING PURSE,6,2024-02-26,34.93,10227
INV408877,S0008,CREAM CUPID HEARTS COAT HANGER,15,2024-12-04,46.84,10007
